PublicID,Date,Latitude,Longitude,strike1,dip1,rake1,strike2,dip2,rake2,ML,Mw,Mo,CD,NS,DC,Mxx,Mxy,Mxz,Myy,Myz,Mzz,VR,Tva,Tpl,Taz,Nva,Npl,Naz,Pva,Ppl,Paz,Pos_longitude,tectclass,fault_depth,fault_offset
3143590,20090824183300,-45.6535,166.4017,19,83,-90,200,7,-89,4.5,4.2,2.61e+22,2,6,53,65.36,11.92,-82.32,33.06,239.78,-98.41,65,226.78,38,109,69.27,0,19,-296.05,52,289,166.4017,Interface,11.8316173553,9.8316173553
3143806,20090825045700,-46.2679,166.2269,145,89,70,53,20,177,5.5,5.2,6.28e+23,10,10,93,1891.52,826.28,3467.59,-2148.27,4752.03,256.75,92,6391.14,42,36,-231.93,20,145,-6159.21,41,254,166.2269,Interface,28.042427063,18.042427063
3143822,20090825054900,-46.2589,166.4269,326,73,-69,94,26,-139,4.6,4.3,3.7e+22,16,7,95,173.52,141.27,132.67,15.73,256.98,-189.24,75,373.87,25,40,-8.48,19,139,-365.4,57,263,166.4269,Crustal,40.6290740967,24.629074096700002
3144421,20090826075200,-40.4387,176.529,242,73,-97,86,19,-68,4.6,4.3,3.08e+22,33,6,81,158.79,-32.29,214.62,28.86,-134.07,-187.65,54,292.38,27,338,31.56,7,244,-323.94,62,141,176.529,Slab,13.93699,-19.06301
3145159,20090827141000,-41.4383,174.7223,183,68,-151,81,64,-25,5.1,4.7,1.26e+23,36,5,84,111.32,-1060.75,-342.52,367.91,-402.15,-479.23,65,1311.37,3,311,-105.07,55,217,-1206.3,35,43,174.7223,Slab,23.37376,-12.62624
3146444,20090830025100,-45.6466,166.7375,155,78,69,36,24,149,4.9,4.3,3.21e+22,10,10,58,112.6,-5.48,100.87,-212.86,250.81,100.26,78,283.39,53,41,74.87,20,159,-358.26,30,262,166.7375,Crustal,29.7231826782,19.7231826782
3147526,20090901001800,-37.0093,176.9498,72,47,110,224,47,70,6.1,4.6,8.88e+22,249,3,65,-645.47,529.74,84.2,-117.14,131.08,762.61,75,803.54,75,58,169.73,15,237,-973.27,0,148,176.9498,Slab,191.9582,-57.041799999999995
3149453,20090904150700,-46.309,166.3222,153,89,97,254,7,11,4.9,4.7,1.32e+23,22,10,70,6.99,-240.61,618.84,35.19,1149.75,-42.17,88,1210.22,46,70,210.88,7,332,-1421.1,43,236,166.3222,Interface,29.88971138,7.889711380000001
3151852,20090909205500,-45.498,166.6267,180,63,124,304,43,43,4.8,4.3,3.47e+22,22,8,75,27.05,-186.24,-62.15,-255.45,156.45,228.4,84,323.97,57,138,46.31,30,342,-370.28,11,246,166.6267,Interface,18.1821708679,-3.8178291321000017
3154442,20090915171300,-40.967,176.5282,10,72,-100,220,21,-62,4.2,4.0,1.27e+22,21,5,82,-0.79,-36.75,-13.52,69.77,99.61,-68.97,60,133.06,26,108,-11.85,10,13,-121.21,62,265,176.5282,Crustal,11.685780000000001,-9.314219999999999
3154556,20090915230800,-45.284,166.8736,175,50,72,21,44,110,4.4,3.8,5.7e+21,20,4,58,13.73,10.63,7.46,-61.78,7.07,48.05,63,50.35,76,20,13.22,13,186,-63.57,3,277,166.8736,Interface,20.217407226600002,0.21740722660000245
3157694,20090922095300,-46.1423,165.8259,154,67,55,35,41,144,5.0,4.7,1.08e+23,20,8,86,373.76,93.42,435.03,-1006.48,449.76,632.72,91,1043.31,54,20,78.69,32,169,-1121.99,15,269,165.8259,Interface,11.2661819458,-8.7338180542
3158128,20090923073300,-44.0344,167.6992,66,62,-103,273,30,-67,4.4,3.8,5.21e+21,18,7,81,44.66,-10.4,-24.63,-5.18,15.17,-39.48,74,54.7,16,166,-5.18,11,72,-49.51,70,309,167.6992,Crustal,0.0,-18.0
3159659,20090926203200,-44.4731,168.1785,345,65,-45,98,50,-146,4.4,3.9,7.18e+21,8,5,92,25.72,50.46,-10.52,14.06,35.83,-39.78,71,73.19,9,45,-2.77,40,142,-70.42,49,305,168.1785,Crustal,0.0,-8.0
3161700,20091001051300,-46.1474,166.2196,143,83,85,360,9,126,4.7,4.4,4.51e+22,14,5,81,-21.23,-10.79,272.19,-112.29,339.76,133.52,76,473.56,52,47,-44.7,5,143,-428.86,38,238,166.2196,Interface,22.4528808594,8.4528808594
3161707,20091001054400,-46.1921,166.1705,161,65,60,36,39,138,5.2,5.0,3.57e+23,14,8,77,466.14,627.71,1628.61,-2895.02,1616.72,2428.88,91,3790.55,58,28,-434.83,28,175,-3355.72,15,273,166.1705,Interface,23.6184768677,9.6184768677
3165221,20091008201400,-46.104,166.1272,160,88,78,61,12,170,4.5,4.2,1.88e+22,22,4,76,42.25,15.25,56.45,-45.03,174.94,2.79,68,176.32,46,58,24.16,12,160,-200.48,42,261,166.1272,Interface,16.5511703491,-5.448829650899999
3165869,20091010050200,-41.169,174.6142,63,49,-88,240,41,-92,4.7,4.3,3.44e+22,51,3,69,253.59,-107.29,-48.15,115.21,14.01,-368.79,72,315.57,4,152,56.99,2,241,-372.57,86,353,174.6142,Slab,30.127390000000002,-20.872609999999998
3166850,20091012090900,-46.0102,166.1959,162,72,67,36,29,140,4.9,4.6,9.95e+22,14,7,91,129.85,155.1,365.1,-686.36,660.12,556.51,87,1018.71,57,42,-47.17,22,169,-971.54,24,270,166.1959,Interface,14.417086601300001,0.4170866013000012
3167911,20091014135500,-37.9518,176.614,52,87,109,151,20,9,5.5,4.6,7.86e+22,135,6,90,200.19,76.85,601.34,-295.23,-427.6,95.04,66,805.51,45,342,-39.64,20,231,-765.87,39,124,176.614,Slab,115.3853,-19.6147
3168296,20091015085900,-39.7201,176.829,45,58,-60,177,43,-129,4.6,4.2,1.89e+22,30,4,96,-6.7,-70.83,-88.06,154.02,13.85,-147.32,59,187.11,8,114,3.62,25,207,-190.72,63,7,176.829,Slab,17.37901,-12.620989999999999
3168665,20091016012700,-39.6286,175.997,48,77,136,150,48,18,4.8,4.5,6.15e+22,57,4,91,327.6,149.91,335.26,-518.6,-193.74,191.0,73,601.48,39,0,27.04,45,214,-628.53,18,105,175.997,Slab,39.17134,-17.82866
3176786,20091031170100,-43.9521,169.0327,214,70,127,328,41,31,4.5,3.9,8.07e+21,10,7,97,28.84,1.61,-41.98,-70.45,31.29,41.61,80,81.2,51,166,-1.08,34,19,-80.12,17,278,169.0327,Crustal,0.0,-10.0
3178306,20091103205900,-42.2036,172.6428,32,80,155,127,65,11,4.2,4.2,1.91e+22,30,4,70,152.34,-63.59,84.5,-158.45,-44.42,6.1,59,206.94,25,347,-31.25,63,191,-175.69,10,82,172.6428,Crustal,55.98141,25.981409999999997
3185771,20091118180400,-40.4199,175.5949,236,46,-95,63,44,-85,5.1,4.7,1.06e+23,42,3,86,776.4,-415.05,-4.38,316.18,-77.68,-1092.58,68,1021.46,1,329,75.81,3,239,-1097.27,86,75,175.5949,Slab,29.02928,-12.97072
3185791,20091118190500,-40.4164,175.6047,232,46,-103,71,45,-77,4.3,3.9,8.87e+21,36,2,99,68.1,-38.52,-5.09,17.83,-13.52,-85.92,66,88.98,1,331,-0.63,10,241,-88.35,80,64,175.6047,Interface,28.78663,-7.213370000000001
3186228,20091119163300,-43.2081,172.8768,57,66,90,237,24,90,4.2,3.8,6.16e+21,27,3,26,-34.14,40.06,34.59,2.4,-22.2,31.74,62,47.47,69,328,28.16,0,237,-75.63,21,147,172.8768,Crustal,22.40273,-4.597270000000002
3188066,20091123115300,-46.481,165.2861,188,66,79,32,26,112,5.3,4.7,1.26e+23,20,7,65,145.7,400.22,-80.49,-952.22,826.07,806.52,82,1139.34,67,79,245.61,9,192,-1384.95,20,286,165.2861,Outer-rise,8.481819152829999,-11.518180847170001
3188888,20091125045600,-46.1281,166.0215,312,86,-78,62,13,-160,4.3,3.9,7.08e+21,18,3,59,18.44,15.24,53.37,-15.1,42.92,-3.34,60,78.94,40,31,-16.29,12,131,-62.66,48,235,166.0215,Interface,14.769674301099998,-3.2303256989000015
3191017,20091129124200,-40.049,176.4867,137,60,-115,359,38,-54,5.1,4.6,9.07e+22,63,3,100,11.3,336.65,-423.57,700.77,-174.24,-712.07,68,905.97,12,244,1.6,21,149,-907.57,66,2,176.4867,Slab,17.97092,-45.02908
3191038,20091129135100,-46.3863,165.8542,341,53,105,137,39,71,4.0,3.8,5.52e+21,22,5,93,-11.06,-25.73,2.7,-39.06,-17.21,50.12,69,54.25,76,300,1.84,12,151,-56.09,7,60,165.8542,Interface,18.3442020416,-3.655797958400001
3205715,20091208220900,-40.562,174.8535,47,84,-118,307,28,-12,5.1,4.6,8.71e+22,27,4,86,479.23,-6.18,-504.14,-318.49,574.24,-160.74,55,839.08,34,160,64.57,27,50,-903.66,44,291,174.8535,Interface,42.02232,15.02232
3205722,20091208222600,-45.769,165.8885,275,84,-99,154,11,-31,4.3,4.4,4.38e+22,2,5,87,58.33,72.71,423.34,41.19,20.63,-99.51,67,422.6,38,14,30.54,9,275,-453.14,50,175,165.8885,Crustal,0.0,-2.0
3207635,20091212164300,-46.1093,166.4002,331,88,-58,63,33,-177,5.0,4.5,5.69e+22,20,7,82,249.4,197.04,258.48,-227.75,404.39,-21.65,70,596.73,35,33,-54.7,33,150,-542.03,38,271,166.4002,Interface,28.9865226746,8.9865226746
3207977,20091213091800,-46.0726,166.0571,159,88,65,66,25,176,4.4,4.0,9.85e+21,16,5,86,31.55,26.11,29.46,-34.58,84.23,3.04,72,94.93,41,46,7.18,25,159,-102.11,38,271,166.0571,Interface,13.963809967000001,-2.0361900329999987
3209307,20091215225000,-44.4228,168.1891,253,90,-177,162,87,0,4.6,4.3,3.63e+22,2,10,84,224.03,297.36,14.58,-192.68,-5.47,-31.35,73,379.03,2,27,-31.19,87,253,-347.84,2,118,168.1891,Crustal,0.0,-2.0
3209707,20091216192000,-39.0584,176.034,164,82,161,257,71,8,4.0,3.6,3.1e+21,6,4,88,-16.33,-25.5,-0.42,11.93,9.9,4.4,52,29.98,19,119,1.99,69,322,-31.97,8,212,176.034,Crustal,65.95810999999999,59.95810999999999
3212109,20091221124000,-37.643,177.3404,6,65,34,260,59,151,4.8,4.4,3.89e+22,195,2,61,-71.67,330.42,-67.66,-123.36,-118.16,195.03,57,346.74,41,226,84.97,48,37,-431.72,4,132,177.3404,Slab,83.61607,-111.38393
3212649,20091222190900,-41.035,174.7276,153,55,-132,31,52,-46,4.4,3.9,8.62e+21,42,2,82,-29.99,-3.65,-33.88,89.85,-5.95,-59.86,76,90.14,2,271,-7.9,33,180,-82.24,57,4,174.7276,Slab,30.220129999999997,-11.779870000000003
3215677,20091229112200,-44.4626,167.0653,290,83,22,197,68,172,4.6,4.2,2.36e+22,4,9,89,114.97,-175.45,-84.68,-146.73,-8.4,31.76,75,229.72,21,156,12.9,67,306,-242.62,10,62,167.0653,Crustal,0.0,-4.0
3218632,20100104132200,-44.2946,166.9303,196,83,161,289,71,7,4.1,3.8,5.25e+21,6,4,91,26.97,-40.34,-11.64,-29.14,14.5,2.17,50,53.73,19,151,-2.41,70,356,-51.32,8,244,166.9303,Crustal,0.0,-6.0
3219647,20100106094800,-49.41,164.14,35,85,126,132,36,8,6.0,5.7,4.18e+24,16,10,48,18608.31,-10941.23,28423.04,-23909.01,-21401.15,5300.7,83,47946.68,39,338,-12378.96,36,211,-35567.72,31,96,164.14,Interface,23.012371063200003,7.012371063200003
3241870,20100114123500,-44.1196,168.3722,63,45,97,232,45,83,4.7,4.1,1.66e+22,4,10,87,-118.75,83.19,7.92,-40.9,10.95,159.64,78,160.87,85,57,10.8,5,237,-171.67,0,148,168.3722,Crustal,0.0,-4.0
3244154,20100119075900,-36.8143,177.224,13,89,62,280,28,177,5.7,4.8,1.5e+23,228,7,84,-231.84,693.97,348.43,190.5,-1275.2,41.34,75,1441.38,40,258,125.95,28,13,-1567.34,38,128,177.224,Slab,224.6651,-3.3349000000000046
3245861,20100122203600,-45.4539,166.7261,125,59,43,9,54,141,4.6,4.0,1.05e+22,16,10,69,23.42,-58.24,38.65,-88.17,-7.3,64.75,75,96.0,51,340,17.44,39,153,-113.45,3,246,166.7261,Interface,22.965236663800003,6.9652366638000025
3246251,20100123184300,-36.9023,177.0742,262,83,-134,165,45,-10,5.7,4.8,1.62e+23,228,8,26,953.4,1026.41,1108.03,-509.55,256.96,-443.84,78,1987.69,24,25,-735.21,44,268,-1252.48,36,134,177.0742,Slab,210.9363,-17.06370000000001
3247167,20100125190200,-46.3916,165.7369,118,70,49,6,44,151,4.5,4.2,2.06e+22,16,6,98,26.36,-112.11,129.43,-125.01,14.7,98.65,73,207.43,49,345,-2.27,37,134,-205.16,15,236,165.7369,Interface,15.721364975,-0.2786350249999998
3247369,20100126032300,-38.9686,175.8144,155,79,-160,61,70,-11,3.6,3.3,1e+21,6,2,53,-7.56,-5.49,-4.39,6.76,-2.28,0.8,74,8.71,6,287,2.69,67,182,-11.39,22,19,175.8144,Crustal,81.59595,75.59595
3248554,20100128091400,-39.1779,175.1576,182,82,-10,274,80,-172,4.8,4.2,2.45e+22,54,2,28,29.32,241.32,7.38,81.7,-18.42,-111.03,66,298.44,1,228,-107.26,77,324,-191.18,13,138,175.1576,Undetermined,98.60661999999999,44.60661999999999
9999999,20100203213000,-47.7121,165.3482,158,70,83,358,21,109,4.8,4.4,4.28e+22,6,4,57,79.8,-105.88,123.16,-300.14,303.79,220.33,69,377.01,64,57,102.28,7,160,-479.3,25,253,165.3482,Crustal,29.6802616119,23.6802616119
3252280,20100205020100,-39.4954,177.312,360,75,-103,221,20,-50,4.3,4.2,1.99e+22,19,3,65,35.01,-39.72,24.37,79.7,168.03,-114.71,71,180.13,29,100,38.15,12,3,-218.28,58,253,177.312,Crustal,14.9466,-4.0534
3252455,20100205094800,-44.7286,167.3922,186,62,57,60,42,135,5.0,5.0,3.6e+23,18,10,95,-327.93,1971.62,678.29,-2174.72,1755.98,2502.64,91,3554.34,59,48,95.24,29,202,-3649.57,11,299,167.3922,Interface,11.328587532,-6.671412468
3254447,20100209102100,-38.857,-179.6946,55,62,105,207,32,65,5.3,5.0,4.17e+23,12,4,26,-1173.59,3254.79,1692.03,-1395.13,-1302.19,2568.72,65,3221.25,70,356,1900.93,13,228,-5122.18,15,135,180.3054,Crustal,0.0,-12.0
3254473,20100209111500,-38.9747,175.7655,181,77,-114,65,27,-29,3.8,3.8,5.03e+21,4,4,59,9.56,-18.93,-9.86,13.19,-42.25,-22.75,33,44.56,28,290,11.54,23,186,-56.09,52,63,175.7655,Crustal,83.14350999999999,79.14350999999999
3260368,20100212134100,-40.9085,174.9425,125,83,-24,218,66,-172,5.0,4.2,1.96e+22,69,4,90,175.01,-51.21,-49.67,-162.77,-68.37,-12.23,66,190.76,12,174,10.02,65,289,-200.78,22,79,174.9425,Slab,29.226770000000002,-39.77323
3260895,20100213120300,-46.2405,165.342,153,80,12,60,78,169,4.7,4.3,3.18e+22,20,5,97,243.6,166.45,76.15,-270.34,27.77,26.74,71,315.47,16,17,4.14,74,191,-319.61,1,286,165.342,Outer-rise,7.18812322617,-12.81187677383
3262505,20100216220400,-38.4433,175.9205,122,79,-21,217,70,-168,4.9,4.2,1.99e+22,147,2,63,163.91,-66.83,-33.15,-167.78,-88.18,3.87,68,178.52,6,171,40.95,67,275,-219.47,22,78,175.9205,Slab,112.0717,-34.92829999999999
3266622,20100225043800,-46.0275,166.1841,210,73,106,345,23,47,5.4,5.0,3.77e+23,16,8,75,678.79,642.27,-1605.74,-2493.07,2538.11,1814.28,85,3525.9,59,142,493.79,15,25,-4019.69,26,287,166.1841,Interface,13.773818016099998,-2.226181983900002
3268042,20100228051400,-45.6846,166.9708,328,77,50,223,42,160,5.0,4.3,2.67e+22,96,3,68,108.83,47.55,-161.77,-197.52,-122.9,88.69,71,290.34,43,200,-46.8,39,338,-243.54,21,87,166.9708,Slab,61.95180129999999,-34.04819870000001
3274724,20100313195500,-45.5013,166.6423,209,65,86,39,25,98,4.9,4.6,9.93e+22,14,7,88,-270.41,312.67,-287.37,-513.21,576.9,783.62,81,1023.66,70,110,-61.8,4,210,-961.87,20,302,166.6423,Interface,19.4695682526,5.4695682525999985
3275801,20100316020500,-42.1609,173.9037,247,90,165,337,75,0,4.6,4.3,3.21e+22,12,4,88,232.84,215.15,-78.5,-215.21,25.22,-17.62,72,331.1,11,202,-311.46,75,67,-19.64,11,293,173.9037,Crustal,20.95641,8.956410000000002
3275957,20100316093300,-42.1304,173.8657,315,90,2,225,88,180,4.0,3.8,5.03e+21,18,3,88,48.73,-0.58,-1.55,-51.84,-1.51,3.11,71,48.79,1,181,3.1,88,315,-51.88,1,90,173.8657,Crustal,21.97649,3.9764899999999983
3276966,20100318062400,-48.42,165.22,135,66,61,9,36,138,5.7,5.1,5.14e+23,8,10,41,-37.91,-652.59,3747.96,-3656.61,929.57,3694.52,82,6036.06,59,5,-1784.12,26,147,-4251.94,17,246,165.22,Crustal,73.6724853516,65.6724853516
3276967,20100318062800,-48.61,164.8,25,56,128,150,49,47,5.7,5.6,2.67e+24,12,12,26,-164.53,-1706.7,19818.68,-20313.88,-3163.91,20478.41,87,32745.19,59,353,-12184.44,31,181,-20560.75,4,89,164.8,Crustal,45.713298797600004,33.713298797600004
3276970,20100318064200,-48.66,164.64,142,60,54,17,45,136,5.4,5.3,8.5e+23,14,12,36,306.14,-786.34,6097.58,-6619.39,550.29,6313.25,82,10107.05,58,0,-3217.52,30,161,-6889.53,8,256,164.64,Crustal,29.8068561554,15.806856155399998
3277252,20100318212900,-46.2573,164.9475,131,84,24,38,66,173,5.4,5.2,8.25e+23,30,5,78,7356.46,-1344.6,3411.45,-7327.88,1203.25,-28.58,80,8733.04,21,358,-960.3,65,144,-7772.75,12,262,164.9475,Crustal,0.0,-30.0
3277943,20100320082200,-45.0852,167.4407,242,80,144,339,55,13,4.3,4.2,2.02e+22,69,4,78,95.65,113.24,-100.26,-148.25,39.39,52.6,84,190.43,32,195,23.85,53,48,-214.28,16,295,167.4407,Slab,29.783979415900003,-39.216020584099994
3279844,20100323134400,-46.3075,165.8341,191,89,97,292,7,11,4.4,4.0,1.23e+22,14,3,86,-2.62,-15.61,-25.27,-7.69,118.92,10.31,73,127.13,46,108,-8.88,7,10,-118.24,43,274,165.8341,Interface,15.837903976400002,1.8379039764000016
3280080,20100324072100,-44.9995,165.9874,189,82,114,297,25,20,4.9,4.5,6.2e+22,30,7,34,258.15,-179.62,11.58,-357.88,542.63,99.73,79,496.62,48,124,245.85,23,5,-742.47,33,259,165.9874,Crustal,0.0,-30.0
3290026,20100412222900,-38.5503,178.6112,203,72,-96,42,20,-71,4.4,4.3,3.04e+22,18,4,89,37.51,-97.7,86.26,135.39,-225.9,-172.9,56,313.25,26,298,-17.93,6,204,-295.33,63,103,178.6112,Outer-rise,8.224724,-9.775276
3290097,20100413013900,-38.5571,178.5657,210,64,-96,42,27,-79,4.7,4.6,7.81e+22,18,4,90,231.98,-270.48,203.13,401.42,-434.21,-633.4,57,760.16,19,304,41.41,5,212,-801.57,71,108,178.5657,Interface,10.011989999999999,-7.988010000000001
3290325,20100413110500,-38.5614,178.6069,211,76,-97,60,15,-62,4.4,4.3,3.11e+22,18,3,59,34.48,-128.76,146.24,71.62,-231.59,-106.1,48,346.58,31,307,-71.8,7,212,-274.78,58,111,178.6069,Outer-rise,8.224724,-9.775276
3290406,20100413144800,-38.5534,178.5517,206,82,-102,82,14,-34,4.3,4.4,4.19e+22,18,3,50,12.55,-167.24,191.85,47.69,-343.8,-60.24,53,478.33,36,306,-119.15,11,207,-359.17,52,103,178.5517,Interface,10.011989999999999,-7.988010000000001
3293147,20100418172300,-45.1172,167.4518,246,69,138,353,51,27,4.4,4.0,1.09e+22,78,4,99,17.42,68.14,-61.72,-65.32,-3.89,47.91,62,109.27,44,203,-0.37,44,44,-108.91,11,303,167.4518,Slab,64.5696182251,-13.430381774899999
3296708,20100425163600,-42.176,173.8771,40,89,172,130,82,1,3.9,4.0,9.84e+21,14,2,37,78.25,-15.75,3.95,-114.42,-12.72,36.17,65,80.1,6,355,36.6,82,213,-116.7,5,85,173.8771,Crustal,20.89799,6.89799
3297451,20100427000800,-36.6228,177.0902,252,75,-58,4,35,-154,4.1,3.6,2.89e+21,2,3,80,2.95,-16.88,20.66,8.68,-4.71,-11.63,74,30.44,23,318,-3.04,31,62,-27.41,50,198,177.0902,Crustal,286.601,284.601
3301698,20100505004600,-39.099,176.2389,264,73,-82,58,18,-115,5.1,4.6,9.33e+22,60,6,91,453.07,-165.82,774.76,70.08,-34.09,-523.15,80,-953.25,28,348,911.76,8,81,41.49,61,186,176.2389,Slab,46.946979999999996,-13.053020000000004
3303572,20100508141400,-36.5787,177.0792,203,51,-91,24,39,-89,5.2,4.8,1.95e+23,4,11,23,-409.86,-1200.59,145.11,1858.45,-353.11,-1448.59,82,2413.61,6,293,-927.22,0,203,-1486.39,84,109,177.0792,Crustal,297.7043,293.7043
3303596,20100508151600,-36.6511,177.0698,227,53,-77,26,39,-107,4.2,3.9,7.58e+21,4,5,90,23.05,-39.19,20.73,46.35,-6.22,-69.39,75,77.66,7,308,-3.79,10,39,-73.87,77,184,177.0698,Crustal,281.4016,277.4016
3304395,20100510030800,-36.6328,177.0744,42,72,-81,196,20,-115,4.4,4.0,1.01e+22,6,5,98,11.3,-28.08,-57.89,46.26,57.51,-57.56,66,101.66,26,125,-0.97,9,219,-100.69,62,326,177.0744,Crustal,284.6733,278.6733
3304917,20100511025300,-45.5659,166.578,177,79,82,32,14,125,4.1,3.9,7.19e+21,4,4,80,-6.38,8.58,7.57,-24.68,65.34,31.06,41,75.71,56,77,-7.72,8,178,-68.0,33,274,166.578,Crustal,17.927936554000002,13.927936554000002
3307585,20100515225000,-38.0878,177.6822,53,84,-169,322,79,-6,4.7,4.4,4.27e+22,10,5,91,421.8,105.62,-38.51,-386.12,75.87,-35.68,62,437.13,4,187,-20.52,77,81,-416.61,12,278,177.6822,Crustal,36.65509,26.65509
3308309,20100517073900,-36.6364,177.073,239,69,-33,341,60,-155,4.5,3.8,5.9e+21,4,10,17,-23.8,-38.07,9.94,58.2,-8.18,-34.4,69,74.32,6,292,-30.73,52,29,-43.59,37,198,177.073,Crustal,284.6733,280.6733
3308313,20100517074500,-36.7382,177.1052,232,59,-38,343,58,-143,4.3,3.8,5.37e+21,4,6,25,-23.62,-28.26,7.98,57.35,1.67,-33.72,73,66.24,1,288,-24.99,43,18,-41.25,47,198,177.1052,Crustal,246.8353,242.8353
3309576,20100519143800,-37.8491,176.9505,213,52,-112,65,43,-65,4.3,4.5,5.5e+22,5,8,90,296.16,-272.09,-49.88,212.97,-174.83,-509.12,77,535.62,5,318,28.93,17,226,-564.55,73,63,176.9505,Crustal,100.2968,95.2968
3309604,20100519154200,-37.8777,176.9646,193,55,-132,71,53,-46,3.8,3.9,9.05e+21,2,4,74,24.03,-65.35,-22.26,38.17,-24.4,-62.21,70,96.9,1,312,-12.8,34,220,-84.1,56,43,176.9646,Crustal,95.78732,93.78732
3309623,20100519162100,-37.8261,176.9572,34,57,-103,237,35,-71,3.8,3.9,7.51e+21,4,6,75,31.1,-43.46,-11.66,31.2,27.98,-62.3,57,80.19,11,133,-10.15,11,41,-70.03,74,269,176.9572,Crustal,101.2952,97.2952
3309645,20100519170300,-37.8757,176.8963,229,76,-85,31,15,-108,3.8,3.7,3.38e+21,4,4,53,4.97,-15.03,22.13,6.59,-19.66,-11.56,61,38.31,31,315,-9.06,4,47,-29.25,59,145,176.8963,Crustal,100.6676,96.6676
3309673,20100519181800,-37.8706,176.9368,237,63,-80,35,29,-110,3.5,3.6,3.05e+21,6,3,50,12.2,-19.17,15.08,7.92,-9.21,-20.12,61,34.87,17,319,-8.7,9,52,-26.16,70,169,176.9368,Crustal,100.1993,94.1993
3309801,20100520000800,-37.853,176.9517,218,59,-93,44,32,-85,3.8,3.7,4.21e+21,4,5,72,13.85,-23.3,11.25,20.42,-15.67,-34.27,70,45.3,14,310,-6.3,3,219,-39.0,76,118,176.9517,Crustal,100.2968,96.2968
3315096,20100530050800,-42.5642,172.9172,170,87,-5,260,85,-177,3.9,3.7,4.35e+21,10,3,52,9.05,40.62,2.67,-20.49,-5.19,11.44,48,37.52,1,215,11.97,84,319,-49.49,6,125,172.9172,Crustal,32.53171,22.531709999999997
3315762,20100531114900,-39.6835,177.0343,60,88,84,307,6,157,4.0,3.8,5.86e+21,30,3,39,-6.22,-14.25,48.41,-8.99,-32.22,15.21,57,69.06,47,325,-21.02,5,60,-48.04,43,155,177.0343,Slab,15.557570000000002,-14.442429999999998
3317595,20100604004500,-36.6586,177.1863,214,76,-65,331,28,-150,4.0,3.7,3.67e+21,6,2,64,-12.61,-5.11,15.93,25.91,-24.57,-13.3,69,40.35,27,285,-7.29,24,27,-33.06,52,153,177.1863,Crustal,247.2605,241.2605
3321605,20100611142000,-40.2092,173.5623,350,58,58,220,44,130,5.3,4.7,1.17e+23,174,4,54,-59.95,289.47,-576.44,-904.29,-393.15,964.25,74,1325.64,62,208,-304.76,27,8,-1020.88,8,102,173.5623,Slab,134.9792,-39.02080000000001
3324825,20100617130600,-33.57,179.22,187,83,-63,291,28,-164,6.5,5.9,7.8e+24,189,4,70,-17438.23,31186.88,5333.95,32912.07,-66339.47,-15473.85,57,84468.1,32,255,-12836.42,27,3,-71631.68,45,124,179.22,Slab,0.0,-189.0
3328468,20100624033000,-46.1067,165.5176,22,52,121,157,47,56,4.5,4.6,7.72e+22,8,8,98,127.41,-7.93,293.94,-765.83,-65.17,638.42,79,774.92,66,355,-6.04,24,181,-768.89,3,90,165.5176,Outer-rise,7.59347057343,-0.4065294265699997
3331163,20100629080100,-38.0471,176.4077,44,66,100,201,26,69,5.0,4.5,5.39e+22,279,3,93,-100.06,208.0,270.46,-285.39,-232.02,385.45,57,529.0,68,333,19.01,9,220,-548.01,20,127,176.4077,Slab,126.4869,-152.5131
3331898,20100630193200,-38.1123,177.7095,228,87,-151,137,61,-3,3.5,3.2,6.8e+20,2,3,70,6.51,0.32,2.64,-5.46,-1.85,-1.05,58,7.35,18,359,-1.09,61,233,-6.26,22,96,177.7095,Crustal,34.349059999999994,32.349059999999994
3331934,20100630212600,-46.186,166.0833,34,62,133,150,50,38,5.2,4.8,1.76e+23,10,8,72,764.49,129.35,677.98,-1842.36,-295.71,1077.87,84,1623.72,52,356,263.67,37,189,-1887.39,7,95,166.0833,Interface,18.946338653599998,8.946338653599998
3332058,20100701004400,-45.9799,165.9134,10,89,-87,122,3,-159,4.0,4.1,1.7e+22,2,4,78,15.93,11.98,-32.15,0.52,166.83,-16.45,57,160.36,44,97,19.74,3,190,-180.1,46,283,165.9134,Interface,11.029476165799998,9.029476165799998
3337804,20100711132300,-38.9652,177.3533,181,60,-137,66,54,-39,5.3,5.1,5.2e+23,33,10,78,-7.2,-3563.35,-1488.13,3165.28,-1563.76,-3158.09,80,5510.46,4,302,-615.2,39,209,-4895.26,50,37,177.3533,Interface,21.00982,-11.990179999999999
3338775,20100713081800,-45.9928,165.8705,171,50,58,35,49,122,4.7,4.4,3.97e+22,8,9,69,87.56,119.77,105.33,-402.06,33.41,314.5,80,363.48,66,14,66.41,24,192,-429.9,1,283,165.8705,Outer-rise,8.14152431488,0.14152431487999984
3339547,20100714211100,-38.2079,178.3592,358,71,-65,123,31,-140,4.5,4.2,2.59e+22,22,5,86,-5.27,111.27,-18.27,146.08,184.62,-140.82,72,268.31,22,69,-18.37,24,169,-249.94,57,301,178.3592,Interface,16.0348,-5.965199999999999
3345270,20100725212300,-44.18,168.5813,263,80,153,358,63,11,4.1,3.6,3.1e+21,12,3,69,4.49,26.26,-15.23,-5.76,-5.77,1.26,72,33.59,26,218,-5.12,61,64,-28.46,11,313,168.5813,Crustal,0.0,-12.0
